BF_target,CD0_target,CL_cruise,Cma,FI_target,TSFC,cruise_mach,design_range,endurance_hr,fuse_fineness,fuse_length,inlet_area,inlet_shield,mass_empty,mass_fuel,mass_payload,n_max,rcs_frontal,stealth_align_deg,thrust_cruise,thrust_max,vol_sensors,vol_weapons,vtail_angle,wing_root_chord,wing_span,wing_sweep_LE,wing_tip_chord,wing_taper,wing_area,wing_AR,mass_GTOW,Ixx,vol_fuel
1.5,0.03,0.6,-0.15,0.85,2.8e-05,0.9,3700.0,2.0,10.5,7.9,1.2,0.5,9000.0,4500.0,2000.0,5.0,-10.0,15.0,40.0,120.0,0.3,1.5,30.0,4.5,11.9,35.0,1.5,0.3333333333333333,79.968,8.500566666666666,15500.0,2496.7613125000003,4.0063968
2.928714479350548,0.020743567314170357,0.5873634100596835,-0.42107263968564634,0.5390619531270046,3.438518161175861e-05,1.253000977574273,3462.4842291273258,1.9634803139786583,10.724069203444374,8.264638543905695,0.992792446412762,0.7751256961622554,6336.3951106031645,6426.291344900141,3975.5015033518475,6.3516774019860485,-11.924976415549061,21.51675129725819,35.77116718960698,123.06350089920501,0.358804346522947,0.748187452257374,35.405542525348835,5.357654259170717,12.174097316920946,25.89769007728242,2.9410963548448903,0.5489522489829582,113.15337329394947,6.2874742870571865,16738.187958855153,2821.8464879181065,7.840914077944187
2.3041716167744433,0.022905875528242827,0.8138322436022467,-0.3462522394720653,0.6023315970382095,3.643536573102659e-05,1.1758086694509264,4617.880009140672,1.3214611267199976,14.124249888390787,8.292644757035527,1.6808230677023348,0.02793836433086412,13624.139086993819,5997.148271561373,3365.522308763521,4.171465969267318,-4.601582408335608,10.136501835498656,54.8718616107978,89.05920057730907,0.14872802009974279,1.9872148392382936,28.632966107453615,5.474014118758036,13.34874890510848,27.63115877692004,2.5168726092154303,0.4597855530899631,119.4685413161875,7.159748317669422,22986.809667318714,4659.198709112242,7.971407503135834
1.8799205077440315,0.043814597128353464,0.876497165732393,-0.1319400210598859,0.9908387282209664,2.6539958208995868e-05,1.2883867630562016,3564.6891959404797,1.6622153748977038,10.578789601577169,8.786190927465112,1.7512873217765148,0.6392763747788932,6844.42230145231,6810.583929174554,1595.5343576961066,8.150914193092923,-10.493582899360893,7.909764421887787,42.474779571100754,163.24424981920686,0.7531517627150756,0.7530721292690203,18.283665506289292,5.111421654227079,14.743775439904688,28.832488147799356,1.5840638052769234,0.3099066976732243,110.56274216520296,9.437974575201707,15250.54058832297,3770.978523122405,6.181264791625554
2.7119291518154727,0.025185246825863487,0.47803410865011037,-0.21467948199841053,0.5157043555793884,2.0251221481761963e-05,1.319142060065914,5154.981529274381,1.5988196871636249,13.996902147578233,7.785493334073161,1.320016080482172,0.7799167716522762,13971.06610298185,6900.542499121976,1166.33941033328,7.188965970322775,-10.983505782887109,12.167238976002833,46.30748798816232,90.88813573326932,0.16475758833667475,1.4170454225425928,28.61863176773822,5.299340064060096,14.348141572504456,32.673035886364985,1.9345863500003877,0.36506174856010315,116.24860835170165,8.501072759079342,22037.948012437104,5160.762414257273,7.021797885918775
2.018405878449394,0.03908970943911427,0.43607460825403005,-0.20264029349132856,0.951526510598943,3.846932097347633e-05,0.9185358034037204,5281.497343842135,1.4582443541587797,9.063697430881675,7.199042248454834,1.3114492141475846,0.2817195018220028,7520.0273494162975,6378.6970911063745,1133.966559441761,6.327187662161609,-15.066376905387676,22.636380323142788,61.92313525080824,127.84204989258667,0.4529175834168073,0.550859027664812,21.17775524662943,4.2806708851836515,11.8530326217291,34.950212615412056,2.6359587426396787,0.6157816878105054,91.82100100432889,7.344920944208255,15032.690999964434,2402.409824387783,5.303016997624523
1.4623900138751205,0.035122826036295816,0.7452508985942319,-0.2342036845447033,0.5009059280369106,3.312255825719804e-05,1.3415695490553852,2327.6407150448613,1.2142596117599878,11.906106742103217,8.75264993640247,1.9406033407533034,0.13821841501824295,11272.585974046171,6909.819430951267,3068.1044256890154,8.74227987567889,-12.18646645052671,1.2975805362675774,23.79055333319385,145.85064207773019,0.5756325552777081,2.855315934247331,26.74554176549966,5.687263452405531,12.038479233826013,40.99080294100253,2.5891036584592113,0.4552459509087983,111.59105842714573,6.234247623990094,21250.509830686453,3503.1926023383717,7.711797524705673
1.3144021602296772,0.04304752627754975,0.4549642784011425,-0.41386074174222187,0.8483856747485148,2.427745872261727e-05,1.0526989623393168,3470.84881997959,2.787944254849167,11.978786506049016,7.939063585343792,1.5471736191833292,0.833756334990743,9572.886061230829,7500.606011599711,3708.513300344675,6.4480022434833995,-8.330695299551788,28.517075572223053,49.99796315263156,114.23335099223974,0.3366438505184369,2.4393851461368397,43.116145308370506,5.656194307849314,14.588091327637187,36.812451987137685,1.5652218837147651,0.27672703562228185,117.98828038750449,8.658212983665583,20782.005373175216,5030.785553726103,7.1145546946828135
2.284411360912733,0.03882512962622292,0.42011600516440295,-0.4428732350105353,0.5301834312365761,3.679578887680584e-05,1.3109068176002627,2439.7190655111226,2.115415307023229,9.02445470133361,7.598137991956456,1.5916547073608691,0.5394713674953381,10225.117066691255,3052.5833590119446,3051.0783196288476,7.996613043665793,-18.800845920653458,24.416676275450147,39.78253585290642,152.95638759432595,0.576939478889333,1.3665964273660025,31.11638217259008,5.669449639343068,14.699963790103823,24.855418291791644,2.625744341865889,0.46313919496604616,136.57173729433794,7.595246711180906,16328.778745332045,4013.6328231508023,9.459623594280478
1.6288953884129782,0.04014911009542421,0.8257159061546748,-0.18860439982431554,0.5134287673482573,2.9503349502971874e-05,1.1611310442321015,4781.011086892324,2.4579049882051294,9.040143548995628,8.319479525390271,1.9327462268835627,0.9623255969013248,7893.210963533795,2097.877100580827,1942.5840811364342,4.630204293194134,-13.476668015630478,21.850618987027598,29.035751672400444,146.44800662325986,0.6500116269082217,0.5815174134335044,21.40513323513362,4.332854567135264,11.284297605075253,31.61689463023398,2.4670692142238297,0.5693865732158584,85.94024727756685,7.112506123662163,11933.672145251056,1728.5206429300902,4.8796325458423775
1.4978293894661805,0.03596783829038729,0.8617524725159136,-0.39831256929074926,0.7821640789190831,2.8487609232838084e-05,1.4213242294724457,5117.380035484699,1.7264821436810922,10.566399593163617,7.141391069659021,1.9377227409758833,0.6845485832085245,8190.726853059381,4459.952692009608,2772.7873912610203,4.331514395112264,-0.9668763478331641,29.711736490323176,43.658643206869,99.11045803914942,0.6581965821401445,0.5563255341884485,37.83143449459928,5.216673241800056,11.689114247453393,34.572073829761905,0.9119281012972904,0.17481027831879734,80.23447182974854,8.174710812445394,15423.466936330009,2397.1577734060597,4.1059045166845
2.8250772866002802,0.02481251709562131,0.7405716195477234,-0.09127722102624664,0.6918625920699621,2.080406533810554e-05,1.384078762153481,4820.3183639762265,1.6048695035814817,8.976778555843197,8.092323837623097,1.252991879950786,0.09281984820928338,14908.289114443842,3611.6688507722856,2757.8216967198614,5.484350493885276,-8.648307290070827,25.472040890821127,31.15741334418246,135.0372168632581,0.2984852924573847,1.1480933347938118,40.16402439350865,3.7264125825858594,11.191042131291992,48.372973786045996,2.1843282690279815,0.586174563502632,74.08503188526632,8.114855274296348,21277.779661935987,3031.2291879492714,3.6564434942189363
2.8646974785023582,0.03509488350195258,0.689481437938684,-0.0341778067850424,0.7296663622416717,2.0382427702528852e-05,0.8521324549941012,2759.1973654572394,1.4945432319289118,13.86159784027714,9.23105433010825,1.951645319905899,0.2378415608978538,7468.117727330423,2835.400162126671,2561.6218857479357,6.181905293651413,-14.761713199963747,5.653181910365436,25.252063043587547,170.32472810530385,0.4010187158371059,1.307731909728997,23.88292832039977,4.599210773256853,14.377195730566473,38.44177556696053,2.4822475471011254,0.539711630859519,114.02889380919137,8.701690826034953,12865.13977520503,3024.922726769288,6.742548671199727
1.946872153665724,0.047477830237370316,0.5084968463510847,-0.4098906247586741,0.9920676090188173,3.0327148878267925e-05,0.9074660260511217,2937.2047292566153,1.7478509004480278,12.994784815580015,7.510433227418966,0.8413469398421496,0.9306037584320427,11546.916356064203,3655.518184405435,3139.372062382478,8.680687162259506,-3.380181239607719,9.25528871230027,58.23699881554236,160.22977378004762,0.3844200304738662,2.6313268945403245,36.76841751054786,4.840375447492093,12.05032076242175,35.54118771290608,2.1369422819701147,0.4414827537969833,94.16838670551405,7.402224864958311,18341.806602852117,3029.637934242637,5.486306996862224
